,Kri_Z1,Kri_Z2,Kri_Z3,Kri_Z4,Kri_Z5,Kri_Z6,Kri_Z7,Kri_Z8,Kri_Z9,Kri_Z10,Kri_Z11,Kri_Z12,Kri_Z13,Kri_Z14,Kri_Z15,Kri_Z16,Kri_Z17,Kri_Z18,Kri_Z19,Kri_Z20,Kri_Z21,Kri_Z22,Kri_Z23,Kri_Z24,Kri_Z25,SVR_Z1,SVR_Z2,SVR_Z3,SVR_Z4,SVR_Z5,SVR_Z6,SVR_Z7,SVR_Z8,SVR_Z9,SVR_Z10,SVR_Z11,SVR_Z12,SVR_Z13,SVR_Z14,SVR_Z15,SVR_Z16,SVR_Z17,SVR_Z18,SVR_Z19,SVR_Z20,SVR_Z21,SVR_Z22,SVR_Z23,SVR_Z24,SVR_Z25,ELN_Z1,ELN_Z2,ELN_Z3,ELN_Z4,ELN_Z5,ELN_Z6,ELN_Z7,ELN_Z8,ELN_Z9,ELN_Z10,ELN_Z11,ELN_Z12,ELN_Z13,ELN_Z14,ELN_Z15,ELN_Z16,ELN_Z17,ELN_Z18,ELN_Z19,ELN_Z20,ELN_Z21,ELN_Z22,ELN_Z23,ELN_Z24,ELN_Z25
0,-0.13208046376203122,0.007581931228913618,-0.07775580404803642,-0.0833373418713994,-0.15571791045681796,-0.013166945762231631,0.14145111162289098,0.07870874863810418,0.05249337600504217,0.17459938140767664,0.10321223223202991,0.07328073731067448,0.05038698691683126,0.06976100888358476,0.15852703945975125,-0.1944236561145091,-0.1326471448077657,-0.22780791729147984,0.20205117496809466,0.008028155150448892,0.08094271148100188,0.08066883062434065,-0.07936392945397942,-0.02196655091710784,-0.006086761015534583,-0.14705223968450007,0.03790220665362923,-0.0801631416521522,-0.05231232945956559,-0.10292836548881033,0.002774834847251354,0.1569736300987726,0.05729452760022124,0.0643563313882528,0.17303362219948507,0.036674032927738826,0.07042041323661752,0.06385356431316913,0.09669012676938465,0.21880698968562368,-0.16611377788223333,-0.10292013033986737,-0.2515358105263019,0.2204377090463195,0.012902285063062933,0.08030327972079007,0.09703171020370353,-0.12528571484695797,-0.03161947729134986,0.1110237210321912,51.079482244124165,-167.07673583382146,-133.88686443835064,-333.3002203481201,156.7718289252594,50.491970559039075,532.7138545284126,-393.8515293562032,114.89615244958178,224.83661851699523,733.3351552350007,819.2557913290689,-356.6148396960617,333.6604044956315,426.83411655238484,-571.311347926056,-615.2429590752279,-508.23356674378425,388.7433405126517,-33.352542067597966,-230.28669717670297,575.4003576188861,-925.7406699033195,-66.37836111055023,92.04299911679709
1,-0.1320804619311379,0.007581933988567422,-0.07775580344071907,-0.08333734338546893,-0.15571791645791316,-0.013166955128517262,0.1414511119510215,0.07870874683669983,0.05249337964650163,0.17459938462952299,0.10321223478379916,0.07328073794917919,0.05038698560938248,0.06976100646133615,0.15852703552843236,-0.19442365843775927,-0.13264714329170624,-0.2278079196217918,0.2020511707966096,0.008028153719310378,0.08094270534033458,0.08066882892973294,-0.07936393325176869,-0.021966554715240238,-0.006086756891170502,-0.1470522963018398,0.03790217122555567,-0.08016315295817175,-0.05231236530083994,-0.10292837069150258,0.0027748349615540104,0.15697367222675368,0.057294528866542384,0.06435634689221467,0.17303361519200133,0.03667403940007156,0.07042042871453112,0.06385359709293996,0.09669010404911406,0.21880695270064235,-0.16611374778081225,-0.10292011106690209,-0.2515357941186419,0.22043773000627326,0.012902286124601814,0.08030327234014557,0.09703171273734464,-0.12528572729768944,-0.03161948286260446,0.11102369319408494,76.04219017840758,149.1227940272272,105.3657578954655,-163.9899588862564,103.45260591191297,382.24176721435254,525.5663660485263,-284.82075958109004,153.5172004607495,537.861457042645,412.59018303574953,648.7556755281947,-295.87477005430287,110.81771165165013,551.2758328490581,-452.0446608815821,-197.42008084752683,-636.1071118054849,87.49085921464435,23.341039389236396,-325.5316395174692,313.28167514540326,-436.51645150170543,95.99783051165066,114.18954372408571
2,-0.13208046408497437,0.007581931808207361,-0.07775579942602068,-0.08333734151655132,-0.1557179130963116,-0.013166948417867513,0.14145111112495434,0.07870875063879904,0.052493379953184933,0.1745993822730769,0.10321223403551952,0.07328073859615183,0.050386986166062346,0.06976100723831984,0.15852703399712906,-0.19442365461551364,-0.13264714375366915,-0.2278079184163688,0.2020511734637361,0.008028156093893745,0.08094270746843563,0.08066882674347721,-0.07936392853261269,-0.021966552403224926,-0.00608676082778012,-0.14705226634317375,0.03790217534997036,-0.08016313380256729,-0.05231236414350514,-0.1029283296632446,0.002774831972060866,0.15697368036189904,0.05729453735697308,0.0643563305607537,0.17303360531479237,0.03667404085758266,0.0704204145193974,0.06385352841014943,0.09669011824411249,0.21880697857096487,-0.16611377413341466,-0.10292011562957247,-0.2515357895518396,0.22043771809629495,0.012902276509095327,0.08030326504755432,0.09703169348474032,-0.12528571258474824,-0.031619440180411594,0.11102372929678483,-211.3608151292343,-59.09051840202087,-66.67166405281253,-874.5758843073386,-62.47135841146246,357.08472374905443,619.4331981690732,-57.078234286972155,-164.64559305152704,546.4054982333322,218.11591526908103,290.0088765582493,-402.43879085471116,-97.46912039443605,147.85712686926757,-343.738361414358,-186.2692916150432,-462.4449337340054,95.74956288249422,-159.9571595795826,1.1684966692827032,523.1790559964916,-364.85057310103974,-219.35675008312498,308.64432539988485
3,-0.1320804664366092,0.007581933276080863,-0.07775580309781158,-0.08333734051416579,-0.1557179091117709,-0.013166952210427253,0.1414511136308229,0.07870874853200528,0.05249337743482591,0.17459938171178407,0.1032122343727941,0.07328073890125948,0.05038698382721857,0.06976101229466528,0.15852703634203605,-0.19442365966025052,-0.13264714602543728,-0.2278079225015105,0.20205116663558426,0.00802815957379901,0.08094270332580483,0.08066882992317892,-0.07936392957641979,-0.021966549401822546,-0.006086762302223486,-0.1470523156578667,0.03790220173571944,-0.0801631434193723,-0.05231229707278469,-0.1029283702675459,0.0027748485393820754,0.15697363219241975,0.057294513399938164,0.0643563722570984,0.1730336089988397,0.03667404544504792,0.07042040803368796,0.06385356304343291,0.09669013360100023,0.21880698420801228,-0.1661138054038437,-0.1029200901632877,-0.2515358062262982,0.22043774559595392,0.012902300177768885,0.08030324493482396,0.09703168385272684,-0.12528570819428064,-0.031619488183100126,0.1110237225995868,-94.0897705228048,-63.16602046458915,157.08430305674108,725.1779353064559,-435.65183559479937,84.81798571642986,379.1603304514424,-853.877339116672,-11.20834621807957,569.7448580851968,901.5573630032538,355.7394457275533,592.666557422346,738.4180403066359,507.13742485132786,-223.76669218094804,-173.51712350845307,-322.26147116242475,168.49720150328181,170.3674408493551,-248.7686043152602,-763.8707895233255,17.553616807395652,-261.06421682923514,-25.835293121454878
4,-0.13208046358317868,0.007581929692642424,-0.07775580328549564,-0.08333734140039795,-0.15571791227988802,-0.013166947867820486,0.14145111211395814,0.07870875239528191,0.052493378700614046,0.17459938441396447,0.10321223873630676,0.07328073885228738,0.050386991057865614,0.06976101138362598,0.1585270399402143,-0.19442365513656407,-0.13264714403238828,-0.22780792039087705,0.2020511750964644,0.008028156361870802,0.08094270773314456,0.08066882923275062,-0.07936392742925025,-0.021966546705597306,-0.006086757165449829,-0.14705231516461703,0.03790220851311009,-0.08016316062247922,-0.05231231682965195,-0.10292835955431753,0.0027748375361939335,0.15697368344094073,0.05729451026356547,0.0643563676330883,0.17303361762706349,0.03667404891304926,0.07042040234399899,0.06385355747130017,0.09669011136796672,0.2188069638796948,-0.16611374421397485,-0.10292010582053274,-0.25153576671935296,0.22043775061902451,0.012902285087186537,0.08030325023239022,0.09703165594423141,-0.1252857163939916,-0.031619487108038975,0.11102368234810048,-224.13339342394772,142.59194528365612,-316.03593420768016,594.5376463524083,-161.2493161031392,-418.10356322540235,56.63051666474021,-525.9819416225395,145.73207252460992,579.313473598656,891.8286459537459,506.8381234598402,580.7704149650211,474.55657880576064,341.147355966346,-99.75757354261017,-451.5060605153434,-511.470469013873,204.93453994566164,250.23344866190172,-223.95400078518043,-619.7441074958755,-129.6753559551157,-56.93803322414936,-395.26426227634477
5,-0.13208045864927406,0.007581933262769758,-0.07775580231133536,-0.08333734322256267,-0.15571791101565494,-0.013166952246802454,0.141451115983634,0.07870875234930648,0.052493375328533556,0.17459938228370842,0.10321223562089209,0.07328073723682291,0.050386989209954054,0.06976100857749157,0.15852703794409387,-0.19442365956704122,-0.1326471396854926,-0.2278079166200468,0.20205117023911673,0.008028155891833966,0.08094270697900628,0.08066883308101037,-0.07936393151514508,-0.021966550755534237,-0.006086760894361758,-0.14705230328135555,0.03790221516509501,-0.0801631573241428,-0.052312348719843756,-0.10292834944864732,0.002774863515558489,0.1569736447464735,0.05729454094499153,0.06435634886820203,0.1730336387495422,0.03667405167203025,0.07042042952785738,0.06385354165093521,0.09669014047667131,0.2188070010006984,-0.1661137608202423,-0.10292012778150939,-0.25153578226685014,0.2204377729047363,0.012902282382694884,0.08030331374648239,0.09703166608121165,-0.12528569477753543,-0.03161951008917249,0.11102374204982665,-290.24276185915267,-39.14879760217974,642.5827473127418,216.5147858135239,120.0735063759916,354.8772582555966,409.1056917380753,-496.8724499539103,19.68877330534604,774.7672837341295,594.186735423754,297.2698433011179,-96.7478571941458,479.14228671926344,694.1228765077622,-290.5794937095685,-47.57522275738221,-382.20668492603073,348.10117245211296,230.76362440595335,-313.60270813905953,-587.556346433182,-31.258848952992253,-459.8739144829925,-182.97190983796065
6,-0.1320804681489409,0.00758193290739112,-0.07775580173405025,-0.08333734197953084,-0.15571791339932511,-0.013166944900373578,0.14145111340080394,0.07870874735534641,0.05249337626381769,0.17459939034934252,0.10321222880577899,0.07328073725034971,0.05038698510154159,0.0697610084982655,0.1585270365527363,-0.19442365452393087,-0.1326471458121987,-0.22780791942577439,0.202051170152772,0.008028157721973884,0.08094270444352149,0.0806688329169457,-0.0793639346607422,-0.021966550579349785,-0.006086757760113248,-0.14705230627333318,0.037902190486518134,-0.08016316764980592,-0.05231232815749051,-0.10292838987946887,0.002774854635319254,0.15697368204539744,0.05729454268042442,0.06435635947264719,0.1730336265043282,0.03667401416528929,0.07042042694260273,0.06385355970908795,0.09669012361704897,0.21880697875729216,-0.16611378093046075,-0.10292012704694715,-0.25153580006385035,0.22043772651991125,0.012902280146258317,0.08030330033541662,0.0970317103040943,-0.12528571635035313,-0.031619465190819054,0.11102375748719147,-51.300554077588856,131.53735660079042,318.6426338996794,-647.7722896637783,230.98906839514405,405.2699210876187,547.8232888809749,-376.7442790280877,566.701870408841,630.495539658179,817.7062712475629,956.2013830307754,-150.63417777771105,318.19408288907255,707.6681125196526,-37.07022178890446,-709.5195918238727,-939.7919545088432,55.54233231722262,93.14112076639363,-267.9851458035326,460.40891016253374,-651.5541267606034,-155.41550473182218,15.09132907426573
7,-0.13208046305699472,0.0075819296985602325,-0.07775579779558883,-0.08333734322738306,-0.15571791436259924,-0.013166954999916157,0.14145111365066818,0.07870874579988206,0.05249337971512797,0.17459938837893466,0.10321223067904255,0.07328073921627523,0.05038698824541866,0.06976100627157066,0.15852703969909665,-0.1944236595823781,-0.1326471435538764,-0.22780791933946165,0.2020511771492649,0.00802815774091033,0.08094270615594376,0.08066883136187145,-0.07936393151687125,-0.021966552151903025,-0.0060867600414111,-0.1470522870626873,0.03790223735920604,-0.0801631647448676,-0.052312323974952495,-0.1029283484714524,0.0027748363238243325,0.15697365596936538,0.05729451403910488,0.06435633456041265,0.17303364085353168,0.036674052170445046,0.0704203861381251,0.06385356819630925,0.09669009299508044,0.21880698442109817,-0.1661137848904236,-0.10292012521686446,-0.2515357923490762,0.2204377290193654,0.012902274053965164,0.08030325454649909,0.09703164464707087,-0.12528569807205148,-0.031619496940247835,0.11102370170936232,110.46155055563327,-191.09940039913965,379.11016869204985,238.3524491757015,143.83811806925996,598.9749939769463,400.77312227586066,-716.449923288145,23.802768562395887,689.3292083371541,701.1066116418406,326.1875133549606,295.55221322022646,863.9513703529057,602.7033065421567,-366.43783453716173,-198.18354906563377,-614.434352148621,94.09744545377677,463.3277758424678,-181.18936917001344,-135.26394821480713,-476.7915572191039,-144.4013647252825,-183.92693217206593
8,-0.13208046058621925,0.007581931867388671,-0.0777558053312401,-0.08333734144368209,-0.15571791364840945,-0.013166950406715146,0.14145110961142293,0.07870875252357579,0.052493373940464993,0.17459938045764492,0.10321223575226365,0.07328073474833989,0.05038699425073503,0.06976101007174426,0.15852703793999556,-0.19442365710843076,-0.1326471482854876,-0.2278079213517452,0.2020511670586643,0.008028156095202715,0.08094270246394915,0.08066883538760143,-0.07936392608924842,-0.02196655144901151,-0.0060867637096336785,-0.14705231168187868,0.037902211197503664,-0.08016311714938418,-0.05231236607492528,-0.10292835468662237,0.0027748508528766995,0.1569736789289111,0.057294526133548386,0.0643563524816921,0.17303363013141487,0.036674035587099474,0.07042040884554619,0.06385354308401653,0.09669011968610687,0.21880699965345893,-0.16611377871143224,-0.10292009669998724,-0.25153577354948325,0.22043772417208882,0.012902315785625442,0.08030327196605977,0.09703167745001265,-0.12528569054315863,-0.03161946991139259,0.11102372693988906,-157.56755292879882,33.919297391511094,140.50032018426634,-910.3738303139232,155.2752297756409,398.7014427714965,736.8281189547474,-88.43777175416142,-32.75289606543953,318.8135708779586,261.4219488483041,284.179085609732,-483.22031262759464,-134.17394295022092,442.3923638012066,-305.6743493159732,-584.4785818338701,-309.7560195781945,140.98108559879975,-263.7656854328024,-15.724920062447467,987.9541782955782,-617.2673921469783,-229.9735839487591,269.4461633848622
9,-0.13208047012947585,0.007581934836497003,-0.07775580042087116,-0.08333734075434505,-0.155717916049169,-0.013166949218129017,0.14145111548287106,0.07870874868124529,0.05249337531845654,0.1745993906352626,0.10321223488470735,0.07328073868777017,0.05038698720074211,0.06976100646593433,0.1585270385550639,-0.19442365650731716,-0.1326471451105122,-0.22780791853876595,0.2020511721009274,0.008028155086116862,0.08094270548350181,0.08066883182895704,-0.0793639306582931,-0.021966548795001282,-0.006086762560173645,-0.14705227128991089,0.03790219180025491,-0.08016318352258447,-0.05231235528639213,-0.10292835418275029,0.002774849675434209,0.15697364889932486,0.05729454487684852,0.06435635990901531,0.17303363080096246,0.03667404913572469,0.07042038440148143,0.06385355089597894,0.09669012350275688,0.21880700546437415,-0.16611379469499193,-0.10292014158626231,-0.25153576730435434,0.2204377214221047,0.0129022790367308,0.080303290235092,0.09703166933402506,-0.12528569803099987,-0.03161948574439616,0.11102374408341553,-99.48242148567127,-28.21970455095682,217.99809110439952,-906.514515386513,665.1926238412666,717.9804823943923,957.9663597688276,-164.74154368760443,-229.6104309371717,607.938651027798,1102.9125913616194,143.594495525166,-657.9232536293505,239.09543249224845,587.5355268035182,-625.292694202064,-348.79850606629054,-671.8339959061482,187.17174353391536,-155.9091066379868,-50.37196815635601,842.5419046500949,-660.609005632942,-403.777452864312,126.89251993678718
